epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,471.968,1.15376,0.84066,1.1082,0.74175,0.65843,0.67184,0.43335,1.52867,1.67678,1.369,0.0010661,0.0010661,0.0010661
43,482.715,1.17722,0.87736,1.10374,0.73252,0.66154,0.66861,0.43585,1.53493,1.69323,1.3713,0.00104085,0.00104085,0.00104085
44,493.437,1.10746,0.81927,1.10519,0.755,0.67481,0.70108,0.44929,1.51607,1.57841,1.36861,0.00101539,0.00101539,0.00101539
45,504.018,1.12494,0.76355,1.06876,0.73834,0.70888,0.71559,0.46843,1.53815,1.636,1.34975,0.00098975,0.00098975,0.00098975
46,515.289,1.11433,0.79946,1.0849,0.71849,0.7063,0.72343,0.46974,1.55067,1.5881,1.34273,0.000963958,0.000963958,0.000963958
47,526.052,1.10134,0.83717,1.08871,0.77109,0.67717,0.73637,0.48524,1.50031,1.44983,1.3077,0.000938038,0.000938038,0.000938038
48,537.148,1.11947,0.81408,1.07431,0.76801,0.69304,0.72218,0.49003,1.46923,1.56557,1.31845,0.000912015,0.000912015,0.000912015
49,548.453,1.0847,0.77952,1.0843,0.80279,0.63099,0.72766,0.48432,1.46783,1.63613,1.32058,0.000885914,0.000885914,0.000885914
50,559.744,1.14061,0.83037,1.09476,0.71123,0.70905,0.7334,0.47101,1.50627,1.5236,1.34195,0.000859762,0.000859762,0.000859762
51,570.68,1.07091,0.76212,1.08212,0.80439,0.60517,0.72408,0.48815,1.44949,1.48294,1.29666,0.000833583,0.000833583,0.000833583
52,582.061,1.06696,0.82011,1.07937,0.72929,0.65901,0.70518,0.47691,1.48258,1.61542,1.30504,0.000807405,0.000807405,0.000807405
53,593.134,1.08146,0.76449,1.06688,0.79059,0.70203,0.74372,0.50245,1.48842,1.4274,1.3112,0.000781253,0.000781253,0.000781253
54,604.779,1.1196,0.8081,1.07137,0.72386,0.69708,0.7319,0.49427,1.48518,1.5613,1.298,0.000755152,0.000755152,0.000755152
55,615.914,1.09268,0.76115,1.07385,0.7433,0.7083,0.73168,0.50181,1.47898,1.55753,1.28854,0.000729129,0.000729129,0.000729129
56,626.983,1.07758,0.7561,1.07071,0.71314,0.71167,0.71808,0.48507,1.49025,1.53159,1.29676,0.000703208,0.000703208,0.000703208
57,638.125,1.06896,0.74843,1.06317,0.71013,0.7289,0.72036,0.48012,1.47874,1.53517,1.29533,0.000677417,0.000677417,0.000677417
58,649.581,1.08464,0.78419,1.07613,0.71126,0.73244,0.73416,0.49338,1.47222,1.56062,1.28916,0.000651779,0.000651779,0.000651779
59,660.923,1.05942,0.75914,1.07467,0.74349,0.708,0.73976,0.49421,1.47845,1.45899,1.29887,0.000626321,0.000626321,0.000626321
60,672.31,1.07109,0.74333,1.05799,0.72343,0.73397,0.72768,0.49289,1.48603,1.50879,1.30841,0.000601068,0.000601068,0.000601068
61,683.643,1.01446,0.72003,1.05424,0.75681,0.67135,0.71892,0.48538,1.47922,1.60021,1.30027,0.000576043,0.000576043,0.000576043
62,695.09,1.02375,0.76181,1.0533,0.74746,0.68894,0.72605,0.48461,1.48639,1.54785,1.30988,0.000551274,0.000551274,0.000551274
63,706.235,1.07347,0.75423,1.05927,0.76072,0.69052,0.73982,0.49903,1.47617,1.49862,1.30218,0.000526782,0.000526782,0.000526782
64,718.095,1.00262,0.72306,1.05351,0.8045,0.6498,0.74288,0.5052,1.45004,1.48558,1.28395,0.000502594,0.000502594,0.000502594
65,729.899,1.05546,0.73108,1.06126,0.77466,0.68649,0.74464,0.51093,1.4653,1.46456,1.30394,0.000478732,0.000478732,0.000478732
66,741.385,1.00668,0.67849,1.03611,0.70848,0.70337,0.73205,0.5033,1.46944,1.53013,1.27344,0.00045522,0.00045522,0.00045522
67,752.413,1.04965,0.71581,1.04027,0.73439,0.7123,0.73556,0.50283,1.47219,1.52554,1.27553,0.000432082,0.000432082,0.000432082
68,763.602,1.04437,0.73667,1.06487,0.71978,0.73501,0.7385,0.50397,1.45866,1.48865,1.27794,0.00040934,0.00040934,0.00040934
69,775.044,1.0529,0.75779,1.04876,0.73427,0.72514,0.73776,0.49844,1.4528,1.4541,1.27081,0.000387016,0.000387016,0.000387016
70,786.309,1.02784,0.73216,1.0501,0.72574,0.72766,0.74472,0.4992,1.45278,1.44441,1.27232,0.000365134,0.000365134,0.000365134
71,797.429,1.0174,0.72069,1.03142,0.69431,0.75409,0.73609,0.49983,1.45272,1.53025,1.26893,0.000343713,0.000343713,0.000343713
72,810.53,1.06933,0.73742,1.06413,0.70766,0.75857,0.73577,0.49854,1.45786,1.56093,1.26498,0.000322776,0.000322776,0.000322776
73,822.867,1.02181,0.75078,1.05151,0.71187,0.72509,0.73354,0.49265,1.46611,1.52724,1.27557,0.000302344,0.000302344,0.000302344
74,834.734,1.03413,0.71315,1.04225,0.71875,0.74399,0.7445,0.50153,1.46742,1.46682,1.27672,0.000282435,0.000282435,0.000282435
75,846.545,1.00686,0.68345,1.04095,0.74692,0.72712,0.74227,0.50612,1.46641,1.4878,1.27561,0.00026307,0.00026307,0.00026307
76,858.688,1.01088,0.73077,1.03704,0.71867,0.73639,0.74395,0.51001,1.46923,1.47911,1.27637,0.000244269,0.000244269,0.000244269
77,871.581,0.99456,0.70238,1.04829,0.77804,0.6754,0.74456,0.50686,1.45391,1.48538,1.26433,0.000226049,0.000226049,0.000226049
78,884.156,1.05071,0.72974,1.05432,0.76455,0.68876,0.74371,0.5024,1.45711,1.46307,1.27375,0.000208428,0.000208428,0.000208428
79,895.376,0.99732,0.68701,1.02067,0.73783,0.73639,0.74119,0.49926,1.45786,1.49489,1.26515,0.000191425,0.000191425,0.000191425
80,907.157,1.00778,0.70454,1.04014,0.71194,0.74664,0.7308,0.49546,1.45578,1.60434,1.26601,0.000175055,0.000175055,0.000175055
81,917.969,1.01058,0.73388,1.03401,0.75971,0.67664,0.72126,0.49186,1.46126,1.64093,1.2882,0.000159335,0.000159335,0.000159335
82,929.372,0.98625,0.69408,1.03187,0.74512,0.70995,0.73213,0.49612,1.46169,1.53996,1.28598,0.000144281,0.000144281,0.000144281
83,940.622,0.98337,0.72879,1.04195,0.76757,0.68461,0.73872,0.50094,1.46127,1.5155,1.26782,0.000129906,0.000129906,0.000129906
84,951.996,1.04107,0.7813,1.05109,0.75249,0.70797,0.74392,0.50428,1.45379,1.50805,1.27185,0.000116227,0.000116227,0.000116227
85,963.126,1.0257,0.71874,1.04904,0.72023,0.73559,0.73789,0.50221,1.45676,1.52,1.2874,0.000103255,0.000103255,0.000103255
86,974.823,0.95857,0.68486,1.033,0.73016,0.72775,0.73958,0.50422,1.46648,1.51966,1.29041,9.10037e-05,9.10037e-05,9.10037e-05
87,986.404,1.01455,0.71628,1.04416,0.71618,0.72399,0.73913,0.50709,1.45661,1.53965,1.28802,7.94854e-05,7.94854e-05,7.94854e-05
88,997.736,1.00411,0.73177,1.05606,0.7286,0.71872,0.7315,0.4987,1.47036,1.56564,1.30806,6.87114e-05,6.87114e-05,6.87114e-05
89,1009.2,1.04818,0.71644,1.03727,0.76853,0.70585,0.74048,0.50677,1.45562,1.54645,1.27002,5.86921e-05,5.86921e-05,5.86921e-05
