epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,3122.45,0.87606,0.50646,1.03487,0.95035,0.93932,0.98212,0.82912,0.80224,0.45034,1.00118,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,3145.42,0.88561,0.53032,1.03633,0.95387,0.92777,0.9821,0.82769,0.79408,0.445,0.99656,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,3168.24,0.86125,0.50463,1.032,0.94892,0.9438,0.98155,0.83275,0.79551,0.45272,1.01385,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,3191.02,0.86681,0.51425,1.03372,0.96063,0.92595,0.98144,0.82732,0.81148,0.43947,1.03527,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,3213.8,0.88721,0.52956,1.03245,0.95025,0.92838,0.98062,0.82981,0.78412,0.43014,0.99715,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,3236.54,0.87246,0.51576,1.02954,0.94629,0.93663,0.97929,0.82805,0.79926,0.45966,1.00774,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,3259.65,0.87037,0.51584,1.02379,0.95991,0.93959,0.98268,0.83736,0.79315,0.45328,1.01512,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,3282.93,0.87547,0.51072,1.02419,0.95957,0.94115,0.98113,0.84361,0.78956,0.44052,1.01584,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,3305.91,0.86959,0.51521,1.02766,0.94857,0.93416,0.9818,0.83436,0.78681,0.44677,1.01815,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,3328.85,0.86327,0.51092,1.02593,0.94585,0.94876,0.98188,0.83502,0.78643,0.43546,1.00156,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,3352.04,0.85881,0.50279,1.02213,0.93657,0.93432,0.98023,0.83357,0.79521,0.45965,1.00278,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,3375.25,0.86064,0.50713,1.02265,0.95739,0.93401,0.9823,0.83746,0.7814,0.42457,1.00536,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,3398.12,0.86389,0.50938,1.02419,0.95388,0.93576,0.98289,0.83911,0.79827,0.43975,1.00949,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,3421.23,0.8468,0.49249,1.02315,0.95476,0.94364,0.9846,0.84423,0.76635,0.44314,1.01676,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,3444.05,0.8413,0.49637,1.02068,0.95704,0.91159,0.97967,0.82514,0.79703,0.46902,1.0275,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,3467.22,0.86405,0.49974,1.02274,0.95751,0.93335,0.98217,0.83847,0.78879,0.44902,1.02125,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,3490.1,0.85463,0.50011,1.01733,0.94588,0.94105,0.98107,0.83617,0.78144,0.45165,1.01064,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,3512.89,0.84698,0.5054,1.0196,0.96962,0.91855,0.98269,0.84071,0.78056,0.4312,1.01165,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,3535.8,0.84361,0.4878,1.01094,0.97068,0.91023,0.98285,0.84209,0.76271,0.42374,1.00044,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,3558.79,0.82704,0.48192,1.005,0.96066,0.93445,0.98235,0.84965,0.75345,0.4294,0.98574,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,3581.61,0.84938,0.49223,1.01641,0.95841,0.92978,0.98207,0.84558,0.73721,0.45787,0.9934,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,3604.53,0.83946,0.49269,1.01712,0.97196,0.9255,0.98428,0.84754,0.75323,0.4505,1.0006,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,3627.5,0.8361,0.48208,1.00759,0.96915,0.93969,0.98415,0.84502,0.7813,0.41797,1.00697,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,3650.6,0.82863,0.47529,1.01347,0.95105,0.94733,0.98402,0.84812,0.74757,0.45057,0.99476,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,3673.33,0.83489,0.48341,1.01288,0.95201,0.95774,0.98531,0.84872,0.74077,0.4407,0.98863,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,3696.3,0.82725,0.48406,1.00912,0.96471,0.91563,0.9821,0.83808,0.75127,0.44394,0.98965,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,3719.02,0.82619,0.48006,1.00714,0.95664,0.94495,0.98393,0.84669,0.75707,0.4089,0.99199,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,3742.23,0.82306,0.48519,1.00829,0.9352,0.95014,0.98262,0.84804,0.73867,0.42008,0.98618,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,3765.19,0.81436,0.4617,1.00048,0.95783,0.95353,0.98441,0.85293,0.74612,0.41772,0.99298,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,3787.91,0.81806,0.47648,1.00694,0.9614,0.94742,0.98421,0.84977,0.75438,0.43422,0.99977,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,3811.09,0.82442,0.47504,1.00357,0.96389,0.95068,0.98471,0.85229,0.71971,0.45786,0.98762,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,3834.24,0.81727,0.47812,1.00095,0.95377,0.95271,0.98519,0.85789,0.72622,0.43349,0.98105,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,3857.23,0.81136,0.4767,1.00523,0.95096,0.95196,0.98452,0.86449,0.73062,0.43689,0.98551,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,3880.2,0.81098,0.46919,1.00086,0.95021,0.95402,0.98303,0.85766,0.73738,0.43995,0.9888,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,3902.91,0.81895,0.46817,0.99931,0.97046,0.93484,0.98327,0.85539,0.72165,0.47095,0.98363,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,3926.03,0.82585,0.47428,1.00307,0.96582,0.93879,0.98299,0.86173,0.71255,0.4379,0.97855,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,3949.4,0.8219,0.48289,1.00598,0.96511,0.94664,0.98524,0.85989,0.72707,0.4402,0.98367,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,3971.93,0.80227,0.46875,1.00445,0.96516,0.94303,0.98489,0.85135,0.75112,0.43343,1.00103,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,3995.11,0.81726,0.4686,1.00048,0.95889,0.94655,0.98372,0.85664,0.73923,0.4181,0.99321,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,4017.99,0.80707,0.46018,0.99887,0.954,0.94451,0.98325,0.85785,0.72234,0.42407,0.9934,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,4041.26,0.79635,0.45838,0.99958,0.95944,0.94162,0.98379,0.85925,0.72188,0.42229,0.98284,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,4064.19,0.80736,0.47225,0.99597,0.96142,0.93956,0.9853,0.85926,0.72467,0.4273,0.97624,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,4087.01,0.79664,0.45917,0.99618,0.96669,0.95245,0.98625,0.86115,0.71132,0.41296,0.97519,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,4110.03,0.8034,0.46713,0.99849,0.9523,0.95586,0.98518,0.85818,0.70698,0.41114,0.97282,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,4132.93,0.80795,0.46268,1.00144,0.9472,0.9571,0.98437,0.85864,0.71808,0.42116,0.98091,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,4155.94,0.77923,0.45324,0.99195,0.95937,0.96029,0.98603,0.86001,0.72551,0.42001,0.99441,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,4178.6,0.78996,0.4581,0.99182,0.95542,0.94934,0.98396,0.86482,0.72761,0.41152,0.99479,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,4201.64,0.78965,0.45402,0.98753,0.95213,0.95516,0.98519,0.85678,0.70612,0.44122,0.98792,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,4224.9,0.78855,0.45635,0.99177,0.95584,0.94768,0.98368,0.86493,0.71425,0.41771,0.97266,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,4247.53,0.78,0.45014,0.99026,0.9573,0.94511,0.98443,0.86224,0.71871,0.4152,0.98518,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,4270.42,0.78286,0.44501,0.98862,0.96989,0.93546,0.98536,0.8671,0.70323,0.41043,0.968,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,4293.92,0.77998,0.45323,0.99113,0.95282,0.95911,0.98599,0.86969,0.69102,0.41101,0.97102,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,4316.63,0.77408,0.44554,0.9854,0.96178,0.95723,0.98616,0.87286,0.69377,0.41394,0.97714,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,4339.43,0.77403,0.44214,0.98789,0.97388,0.92706,0.98497,0.86892,0.70978,0.3961,0.98689,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,4362.41,0.76551,0.44053,0.99109,0.96847,0.9442,0.98568,0.86617,0.71824,0.39456,0.99197,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,4385.91,0.76279,0.44991,0.9888,0.95186,0.95268,0.98519,0.86513,0.71664,0.4089,0.99551,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,4408.81,0.76974,0.44223,0.98859,0.94699,0.95677,0.98491,0.86424,0.71574,0.41468,0.98696,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,4431.64,0.76494,0.44402,0.98377,0.95419,0.95554,0.98541,0.85896,0.73264,0.41063,0.99573,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,4454.61,0.77417,0.44818,0.98173,0.94248,0.96097,0.98544,0.86525,0.72831,0.40576,0.99546,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,4477.51,0.76874,0.43888,0.98056,0.96121,0.9449,0.98503,0.8665,0.7188,0.41733,0.98496,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,4500.42,0.77628,0.44468,0.98603,0.97532,0.93543,0.98562,0.86624,0.71666,0.40608,0.98403,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,4523.36,0.75407,0.44139,0.98229,0.96648,0.95271,0.98632,0.86594,0.72084,0.40046,0.99306,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,4546.75,0.75612,0.43763,0.97808,0.97066,0.94432,0.98602,0.86872,0.71878,0.40298,0.97877,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,4569.61,0.76606,0.43979,0.98135,0.9714,0.94463,0.98596,0.86806,0.71311,0.39902,0.98707,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,4592.51,0.75435,0.42587,0.97776,0.96435,0.94355,0.98598,0.86978,0.70909,0.4025,0.98777,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,4615.63,0.74187,0.41803,0.97297,0.97876,0.93465,0.98695,0.87362,0.69555,0.3892,0.9704,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,4638.49,0.76123,0.43344,0.97373,0.956,0.95575,0.98648,0.87462,0.68681,0.39182,0.9662,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,4661.42,0.74458,0.43896,0.97496,0.96644,0.93659,0.98541,0.87366,0.69795,0.39019,0.9722,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,4684.34,0.75026,0.42561,0.97277,0.96912,0.93281,0.98525,0.86822,0.70922,0.38933,0.97864,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,4707.44,0.76167,0.44345,0.97258,0.96563,0.94312,0.9869,0.8718,0.70175,0.37924,0.97575,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,4730.02,0.746,0.42926,0.97397,0.95323,0.9558,0.98639,0.86973,0.69944,0.38682,0.97242,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,4753.44,0.74797,0.42873,0.97219,0.95999,0.94228,0.98524,0.86812,0.70133,0.38707,0.9737,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,4776.32,0.74166,0.42734,0.97643,0.95077,0.96345,0.98611,0.86931,0.68855,0.39299,0.9713,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,4799.23,0.7532,0.43074,0.97969,0.96278,0.9496,0.98687,0.87504,0.68236,0.38784,0.96699,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,4822.03,0.74026,0.43267,0.97432,0.94927,0.96321,0.98696,0.88294,0.67293,0.38625,0.96528,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,4845.33,0.74306,0.42288,0.97494,0.95123,0.95866,0.98621,0.88183,0.67676,0.37759,0.96534,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,4868.12,0.75067,0.43211,0.9734,0.96179,0.9493,0.98598,0.8751,0.68829,0.40779,0.97308,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,4891.19,0.73706,0.4277,0.97516,0.9631,0.95364,0.98633,0.87768,0.69114,0.40015,0.97607,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,4914.19,0.74487,0.42353,0.97206,0.96366,0.95011,0.98557,0.87557,0.68621,0.39103,0.98574,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,4937.6,0.73128,0.41765,0.96756,0.96042,0.95677,0.98521,0.87844,0.68369,0.40937,0.98406,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,4960.41,0.74475,0.42477,0.96426,0.95788,0.95202,0.98663,0.88003,0.68885,0.40174,0.98689,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,4983.13,0.7335,0.41531,0.96624,0.96804,0.94442,0.98723,0.8796,0.68981,0.3947,0.97725,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,5006.14,0.73635,0.41394,0.96758,0.96809,0.94619,0.98745,0.88207,0.68483,0.40071,0.97907,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,5029.5,0.72034,0.41489,0.96572,0.96716,0.94554,0.98694,0.88001,0.68079,0.4001,0.97088,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,5052.61,0.72413,0.40717,0.96907,0.97694,0.95053,0.98752,0.88169,0.67843,0.40432,0.97221,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,5075.69,0.73163,0.4208,0.97171,0.96627,0.95869,0.98689,0.87921,0.67565,0.39905,0.97897,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,5098.94,0.71968,0.40462,0.96436,0.96978,0.96051,0.98718,0.88322,0.67378,0.3964,0.96822,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,5122.11,0.71889,0.40995,0.96099,0.96869,0.95448,0.98716,0.8822,0.66959,0.40276,0.96347,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,5144.85,0.72097,0.40241,0.95841,0.97779,0.94357,0.9874,0.88191,0.67044,0.3942,0.96464,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,5167.63,0.70996,0.39885,0.96042,0.97317,0.94075,0.98652,0.88012,0.67468,0.39528,0.96559,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,5190.83,0.71452,0.40371,0.96308,0.96267,0.94946,0.98689,0.87919,0.67072,0.39185,0.96362,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,5213.92,0.70668,0.40312,0.95832,0.97272,0.9299,0.98524,0.8755,0.67342,0.39502,0.96487,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,5237,0.71663,0.41146,0.96181,0.97084,0.94105,0.98668,0.88056,0.67223,0.395,0.96474,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,5259.64,0.70349,0.40126,0.9586,0.96186,0.95767,0.98701,0.88199,0.66927,0.39753,0.96236,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,5282.32,0.70602,0.4,0.95623,0.9644,0.95827,0.98734,0.88385,0.66192,0.39404,0.96079,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,5305.53,0.71266,0.40471,0.96379,0.96258,0.9619,0.98748,0.88415,0.66379,0.38084,0.96071,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,5328.42,0.70705,0.4014,0.96197,0.95728,0.96769,0.98768,0.88467,0.66087,0.38067,0.96185,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,5351.04,0.71049,0.41086,0.95832,0.96335,0.96034,0.98724,0.88618,0.66042,0.38423,0.9608,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,5374.09,0.70229,0.40446,0.95689,0.94966,0.96424,0.98705,0.88733,0.65974,0.3839,0.95991,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,5397.2,0.70885,0.4025,0.95597,0.97117,0.9603,0.98798,0.88733,0.6553,0.36646,0.95783,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,5420.11,0.6992,0.40457,0.95704,0.97434,0.95323,0.98769,0.88628,0.65741,0.38557,0.95928,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,5443,0.70484,0.3906,0.94855,0.969,0.95888,0.98773,0.88935,0.65843,0.38104,0.96025,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,5466.24,0.69755,0.39314,0.95339,0.97757,0.94977,0.98737,0.88737,0.65921,0.38198,0.96114,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,5489.26,0.70965,0.40129,0.95928,0.97725,0.94508,0.98801,0.888,0.65648,0.37967,0.95988,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,5511.84,0.68873,0.3891,0.95234,0.97839,0.95151,0.988,0.88882,0.65788,0.38883,0.96229,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,5534.75,0.69433,0.39545,0.95036,0.96781,0.95847,0.98795,0.89045,0.65997,0.37276,0.959,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,5557.7,0.67672,0.38059,0.94981,0.97331,0.95219,0.98755,0.89001,0.65841,0.38241,0.95859,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,5580.51,0.68592,0.3962,0.95374,0.97629,0.94931,0.98776,0.88798,0.65689,0.3817,0.95557,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,5603.42,0.68796,0.39534,0.95198,0.98016,0.9585,0.98848,0.89156,0.65363,0.37744,0.95676,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,5626.32,0.68771,0.39444,0.95497,0.97047,0.96107,0.98813,0.88913,0.65565,0.37388,0.96017,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,5649.42,0.6857,0.39075,0.95129,0.95924,0.96132,0.98747,0.88968,0.64947,0.38904,0.95567,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,5672.34,0.68048,0.3856,0.95067,0.96944,0.96184,0.98768,0.88914,0.64398,0.39156,0.95709,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,5695.43,0.67648,0.39006,0.94955,0.95684,0.96821,0.98818,0.88829,0.64819,0.38561,0.95825,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,5718.35,0.66986,0.37864,0.94724,0.95699,0.97209,0.98825,0.88826,0.64972,0.38675,0.95432,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,5741.52,0.68957,0.39432,0.9477,0.98407,0.94222,0.98833,0.89015,0.65126,0.38326,0.95373,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,5764.62,0.6704,0.38178,0.94341,0.9559,0.96854,0.98807,0.89033,0.6502,0.37647,0.9529,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,5787.21,0.68254,0.39125,0.94924,0.96939,0.95443,0.98811,0.88911,0.65056,0.38189,0.95406,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,5810.34,0.67258,0.3834,0.94494,0.95896,0.96516,0.98802,0.89121,0.6488,0.37648,0.95378,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,5833.42,0.68128,0.38823,0.94827,0.97589,0.94984,0.9886,0.89172,0.64766,0.37334,0.95349,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,5856.46,0.67559,0.37793,0.94542,0.97013,0.95966,0.9885,0.89114,0.64707,0.37646,0.9513,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,5879.14,0.67181,0.37745,0.94421,0.97136,0.95812,0.98863,0.89088,0.64512,0.37781,0.94958,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,5902.11,0.67206,0.38034,0.95145,0.96849,0.96452,0.98855,0.89014,0.64233,0.3795,0.94921,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,5925.12,0.66434,0.37966,0.9478,0.95564,0.97294,0.98829,0.891,0.64356,0.37614,0.95176,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,5948.34,0.67021,0.37599,0.94489,0.95832,0.97408,0.98853,0.89235,0.64355,0.37679,0.95123,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,5970.89,0.66919,0.37626,0.94343,0.95889,0.96641,0.98824,0.89126,0.64181,0.37804,0.9509,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,5994.05,0.66785,0.37863,0.9462,0.96726,0.96267,0.98837,0.89127,0.64275,0.37519,0.95127,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,6016.81,0.66018,0.37183,0.94364,0.96372,0.96391,0.98846,0.89069,0.64209,0.3788,0.95044,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,6039.92,0.67514,0.38703,0.94725,0.9631,0.96631,0.98828,0.89032,0.64186,0.37852,0.94987,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,6062.7,0.65858,0.37384,0.94402,0.98146,0.95245,0.98798,0.89191,0.643,0.3769,0.95018,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,6085.76,0.65258,0.36762,0.93806,0.9628,0.97009,0.9882,0.89125,0.64332,0.37225,0.95043,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,6109.04,0.66516,0.37569,0.94101,0.98382,0.9533,0.98848,0.89256,0.64293,0.36972,0.95168,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,6132.59,0.66622,0.38046,0.94056,0.98232,0.95662,0.98846,0.89286,0.64204,0.36947,0.95199,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,6155.52,0.65466,0.37252,0.93395,0.9821,0.95427,0.98841,0.89374,0.64134,0.36828,0.95044,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,6178.82,0.64951,0.36807,0.93643,0.96897,0.96592,0.9885,0.89234,0.64251,0.36626,0.95113,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,6201.86,0.65039,0.36725,0.9359,0.97312,0.95766,0.98867,0.89295,0.64086,0.36629,0.95072,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,6224.65,0.64836,0.36736,0.94095,0.97172,0.96106,0.98881,0.89447,0.64128,0.37081,0.95127,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,6248.23,0.65443,0.37754,0.94419,0.97488,0.95922,0.98861,0.89483,0.64032,0.37176,0.95283,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,6271.41,0.65712,0.37809,0.94094,0.97666,0.95743,0.98841,0.89388,0.64064,0.37057,0.95223,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,6294.61,0.65323,0.3736,0.93931,0.97554,0.95487,0.98847,0.89316,0.63951,0.36913,0.95196,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,6318.01,0.65682,0.37342,0.93793,0.9722,0.95774,0.98863,0.89489,0.63808,0.36865,0.95216,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,6341.52,0.6415,0.36198,0.9364,0.98458,0.9476,0.98855,0.89479,0.63792,0.3682,0.95276,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,6364.39,0.63635,0.36104,0.93584,0.97012,0.96333,0.98881,0.89599,0.63574,0.37382,0.95346,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
