epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.2605,1.35924,0.94647,1.32506,0.82328,0.77187,0.85716,0.49295,1.47273,1.021,1.45131,0.000663399,0.000663399,0.000663399
2,86.173,1.46715,1.03687,1.38679,0.77399,0.76422,0.82266,0.45644,1.53765,1.02321,1.50481,0.00131361,0.00131361,0.00131361
3,133.207,1.52527,1.08586,1.42453,0.78424,0.72647,0.79806,0.41276,1.61487,1.20004,1.55707,0.00194731,0.00194731,0.00194731
4,175.286,1.53157,1.10912,1.43838,0.77066,0.73138,0.7981,0.42474,1.58053,1.18218,1.54308,0.00192575,0.00192575,0.00192575
5,219.098,1.54728,1.14367,1.46074,0.81312,0.7273,0.83271,0.45542,1.5288,1.10363,1.5179,0.001901,0.001901,0.001901
6,265.315,1.53876,1.09445,1.44081,0.75645,0.73971,0.79934,0.42611,1.6161,1.15611,1.5782,0.00187625,0.00187625,0.00187625
7,311.345,1.53029,1.14535,1.4501,0.82906,0.72206,0.84077,0.47365,1.51283,1.00545,1.48053,0.0018515,0.0018515,0.0018515
8,356.407,1.52163,1.10122,1.42596,0.80765,0.73137,0.82007,0.4387,1.56041,1.17977,1.5216,0.00182675,0.00182675,0.00182675
9,401.732,1.50352,1.08312,1.42771,0.80061,0.72647,0.81738,0.44786,1.53209,1.11248,1.51013,0.001802,0.001802,0.001802
10,448.436,1.52015,1.08433,1.42324,0.79559,0.74902,0.83132,0.45609,1.54105,1.03694,1.47674,0.00177725,0.00177725,0.00177725
11,496.47,1.5071,1.07028,1.4173,0.76853,0.73039,0.80736,0.43317,1.58712,1.07576,1.57685,0.0017525,0.0017525,0.0017525
12,544.088,1.49113,1.06877,1.43047,0.77581,0.72602,0.80175,0.45836,1.51244,1.07315,1.4818,0.00172775,0.00172775,0.00172775
13,590.209,1.49228,1.0726,1.42722,0.82758,0.75999,0.8515,0.47318,1.50413,1.03301,1.5221,0.001703,0.001703,0.001703
14,636.147,1.47555,1.0574,1.41618,0.81224,0.77304,0.84291,0.46719,1.53215,1.00116,1.50866,0.00167825,0.00167825,0.00167825
15,682.412,1.4597,1.02662,1.40152,0.82154,0.75147,0.84379,0.47358,1.494,1.02398,1.49248,0.0016535,0.0016535,0.0016535
16,728.738,1.44391,0.99028,1.39072,0.80446,0.76634,0.84552,0.47071,1.46595,0.98339,1.4808,0.00162875,0.00162875,0.00162875
17,774.735,1.43003,1.02403,1.3994,0.80567,0.78284,0.85621,0.49414,1.46669,0.9948,1.45779,0.001604,0.001604,0.001604
18,821.191,1.42121,0.99651,1.38015,0.8135,0.78137,0.85743,0.49442,1.4704,0.95234,1.45215,0.00157925,0.00157925,0.00157925
19,867.301,1.4145,0.98925,1.35909,0.8225,0.76551,0.85025,0.47763,1.52002,0.9954,1.49613,0.0015545,0.0015545,0.0015545
20,914.056,1.42021,0.97698,1.36137,0.81682,0.77377,0.85681,0.48434,1.46996,0.98609,1.44922,0.00152975,0.00152975,0.00152975
21,960.431,1.3975,0.95926,1.36772,0.83349,0.76063,0.8533,0.49111,1.46099,0.97845,1.45738,0.001505,0.001505,0.001505
22,1006.81,1.38621,0.92054,1.34848,0.84536,0.7701,0.8661,0.51221,1.4329,0.94576,1.43407,0.00148025,0.00148025,0.00148025
23,1053.38,1.39007,0.94089,1.3514,0.82949,0.77977,0.8672,0.50738,1.46841,0.93711,1.46424,0.0014555,0.0014555,0.0014555
24,1100.07,1.38292,0.90751,1.34688,0.83866,0.77941,0.87043,0.51271,1.43298,0.92974,1.43683,0.00143075,0.00143075,0.00143075
25,1146.98,1.355,0.90499,1.32192,0.82611,0.79411,0.8648,0.51072,1.40843,0.93606,1.43541,0.001406,0.001406,0.001406
